data_id,t1
334,31.445700000000016
4248,12.0945
12366,27.57548
5744,32.41330000000002
9464,77.88860000000001
2799,16.932299999999998
8179,15.96474
4163,57.56984
6456,105.464
9632,20.802539999999997
2997,285.4302
2702,146.58532
7592,48.86182000000001
2736,80.79123999999999
2080,20.318700000000007
7170,134.49086
8580,37.25106
12373,14.02964
9493,21.770100000000014
8061,104.98024
4271,213.34698
11400,167.87165999999996
6976,15.96474
8917,21.286299999999983
2716,119.49363999999998
1194,12.094499999999982
6290,97.72356
6934,74.98594
6599,254.95204
1491,90.46681999999998
3863,47.41045999999999
576,103.5289
8520,83.21014
6144,42.5726
7312,29.99436
4966,95.7884
4278,199.80114
5399,131.10433999999998
9568,52.2482
10624,117.07474
12185,56.602300000000014
10751,244.79268
3602,96.75602
9994,51.7645
11129,35.79972000000001
11619,138.36104
7279,23.22144
7388,8.708039999999997
7391,2.902680000000004
5686,144.65022000000002
9214,222.055
708,21.7701
51,18.86738
1642,150.93938
1122,4.837800000000016
6754,166.90406
2395,2.9025999999999783
8154,5.805360000000007
4313,132.0719
8628,19.83498
6713,34.34840000000003
504,36.28353999999999
1471,129.16922
1277,9.1918
11456,59.50489999999999
11796,34.83218000000001
722,72.08322000000001
2793,28.54302
7934,200.28494
11630,117.07472
12329,99.17492
2812,3.870240000000001
9665,99.17492
7277,27.091680000000004
9437,130.1368
8125,61.923840000000006
419,70.6319
7048,38.21862
3745,102.07760000000002
196,162.06632
1668,100.62626
9037,77.88854
12318,13.062000000000012
58,5.3215
9148,49.34554
10757,233.18196
11340,24.189
8846,158.67983999999998
16,86.59657999999999
11495,110.30184
6391,47.41040000000001
7380,24.189
7040,53.69958
10989,73.53460000000001
8205,83.69396
11810,7.7405000000000115
5918,234.14948
1555,120.94496
3291,9.19182
10647,72.56698
11706,35.315940000000005
4262,230.76306
9655,118.52612000000002
6253,69.66427999999999
378,149.97182
7293,11.12694
2198,90.95062
7315,24.189
3106,74.50209999999998
14,90.46682
10924,199.3174
8368,23.22144
9527,131.58816
11983,10.643200000000007
1783,24.188999999999997
3776,42.08880000000002
10437,43.5402
11805,17.4161
11262,3.3865000000000123
1392,134.00704
11499,102.56136
10377,109.81810000000002
9120,103.5289
7124,74.5021
4109,20.80256
4697,34.83216
9936,164.00146
6883,2.90268
7326,2.9026799999999966
8935,3.3864600000000014
1675,87.08041999999999
10563,91.9182
7375,33.8646
8221,52.73203999999999
589,78.37240000000001
4344,72.0832
6989,91.9182
1577,78.37232000000002
8197,99.17492
11057,100.6262
2059,60.95624000000001
11101,15.480899999999991
9640,5.321579999999997
8821,42.0889
9578,32.89699999999999
4964,99.6587
2008,23.70522
2945,90.95068
8672,159.6474
2238,13.5458
5551,84.66149999999999
7840,46.44290000000001
6411,8.707999999999998
11837,99.65864000000002
10568,82.2426
975,4.837799999999987
9753,5.80536
3995,138.36111999999997
5369,42.57263999999999
10100,20.80250000000001
3283,24.672780000000003
10539,7.740499999999997
4519,24.188999999999997
2824,153.84199999999998
11432,105.94779999999996
9844,37.2511
1316,64.34272
1005,86.59665999999999
3318,147.06915999999998
7951,167.3879
5920,230.27924
1894,10.159380000000006
5552,82.72640000000001
4854,29.51057999999999
9585,19.35120000000001
431,47.4105
4830,75.95346
6617,220.11988
9089,14.029619999999998
10764,219.63612
3174,87.56422
10981,89.0156
5717,84.66150000000002
11027,158.6798
6307,64.82652
6488,43.5402
8534,56.1185
10481,119.97746
11679,22.253799999999984
12363,33.380840000000006
10876,2.9026999999999816
10392,80.7913
1927,85.14525999999998
7396,17.89986
6082,162.55004
10374,115.62346
8350,58.0536
4251,6.28914
1967,7.740499999999997
9262,129.16919999999996
121,117.07479999999998
2364,62.89139999999999
11364,237.53598
9260,133.03949999999998
4678,13.5458
3365,56.11849999999998
10476,129.65306
10614,136.42594
6390,49.34552000000001
391,124.81526
10004,32.41330000000002
10106,9.1918
3564,55.6347
3698,193.02820000000003
10939,170.29059999999998
8797,88.53178
1616,2.9026000000000067
976,2.9026999999999816
11510,81.27503999999999
6517,38.7024
2559,102.56138
4781,61.44009999999999
5991,92.8857
574,107.39918000000002
11454,63.37519999999998
12263,119.49364
7505,38.7024
323,52.73204000000001
2432,158.1961
11036,141.26372
8564,68.21298
11063,89.01548
5266,3.3863999999999805
11709,29.510580000000004
343,14.029600000000016
2078,24.189000000000007
5946,179.96612
4619,27.09168
5296,118.04234
3060,163.5176
5543,100.1425
4012,105.4641
3726,138.84484
3093,99.65869999999998
11826,120.94496
3497,11.610799999999998
9617,49.82934
33,53.69953999999999
8092,44.9915
5666,13.545900000000016
6369,89.98304000000002
2133,88.53178
2500,26.6079
12140,143.6827
7398,14.02962
7469,108.36676
4225,3.38646
2844,115.1396
1998,18.867420000000003
11441,88.53169999999997
1477,117.55849999999998
6849,0.4837800000000012
11382,202.70382
10131,3.8702400000000026
4894,235.11708
1153,91.43444
1786,18.38369999999999
9812,99.1749
11449,73.05079999999998
557,140.29622
12077,120.46125999999998
287,122.39636000000002
6733,7.740480000000001
347,6.289200000000022
5376,29.026799999999994
1749,89.98311999999999
104,149.97184
4119,1.451400000000007
12014,78.3724
1324,48.86175999999999
2282,46.92666
1872,52.732020000000006
5987,100.6262
3375,36.76729999999998
8607,60.4725
4299,159.16361999999998
4211,30.47814
9028,95.30462
3911,26.12412
3052,178.99859999999998
382,142.23134
3671,13.062060000000002
6968,9.191859999999991
5071,17.89986
11663,53.21579999999999
4144,94.33712
5641,61.92388000000001
8654,15.480959999999996
5943,185.77148
11659,60.95619999999998
2928,123.84772
2460,104.01274
5279,150.93938
10874,6.772899999999993
8900,54.18339999999999
11009,34.8322
10710,57.5698
4353,54.667100000000005
3003,273.81948
9292,71.11559999999997
6047,230.27924
8211,72.08323999999999
3896,55.15092
7069,180.93368
9733,30.96192
11392,183.35262
498,47.89425999999999
10116,32.897040000000004
10078,63.37518
2299,14.02962
11452,67.24539999999999
7345,13.06206
612,33.864600000000024
9176,295.58955999999995
7149,26.1241
5915,239.95484
5018,62.8914
10890,45.47532
6833,14.029599999999988
10263,65.3103
6574,303.33004
1405,108.85048
6238,98.69108
9232,187.2228
3191,54.667180000000016
9521,143.19888
673,44.02394
9604,74.98589999999999
11584,41.1213
1193,14.029599999999988
9597,88.53174
1149,99.17492
9057,39.18614
4995,39.66999999999999
5324,63.859
10880,64.82652
3351,83.21019999999999
6361,105.464
11756,112.23698
12205,17.899900000000017
4797,30.478199999999987
5798,7.740480000000005
9500,8.224199999999996
5407,115.62338
6589,274.30324
302,93.36956
1341,15.964699999999992
11328,47.41044
3142,4.837800000000016
8741,26.1241
3008,264.14388
9909,28.54302
8311,73.53456
2486,53.6996
3240,9.19182
4284,188.19042
5788,27.091680000000004
1583,66.76160000000002
5004,22.253899999999987
7111,99.65864
4203,11.61072
539,175.12838000000002
3519,142.71508
11095,27.0916
7071,177.06344
9188,272.36812
2192,102.56134
8484,152.87446
5760,1.4513000000000034
6341,144.1664
11492,116.1072
3882,10.643199999999991
4308,141.7475
10021,39.18618
629,0.9676000000000043
6882,4.837800000000001
11610,155.77712
6705,49.82929999999999
9647,134.00708
10370,123.36394
5135,35.3159
7118,86.1128
1140,116.59099999999998
1538,153.842
4645,77.40476
10879,66.76164
891,10.643159999999996
11133,28.059240000000003
10713,51.76444
7697,39.18618000000001
5881,59.98871999999999
4051,29.994399999999985
9269,115.62339999999998
2114,125.29906
2359,72.567
8054,118.52608
8586,25.64034
6437,142.23128
8569,58.53738
7547,1.9351199999999995
5832,154.8096
4064,4.837799999999987
8103,23.705200000000005
2750,53.69959999999999
600,57.086100000000016
893,6.772919999999999
5351,11.61069999999998
6923,96.27226
4852,33.38082
7903,5.80536
591,74.50210000000001
3773,47.89420000000001
4134,113.68832
525,202.22006
9747,3.870239999999996
7341,7.740479999999998
8477,166.4203
11280,56.60226
9178,291.71932
5242,49.82929999999999
3537,107.88292
8998,29.9944
787,33.38081999999999
1336,25.6403
6338,4.837800000000001
3264,4.837800000000001
10762,223.50636
3228,7.740480000000001
10253,3.38646
3885,4.837799999999987
5174,25.64034000000001
2123,107.88298
9515,154.8096
1437,46.92659999999998
10697,82.72636
2403,45.9591
1837,6.772919999999999
8409,16.448519999999995
9985,69.18060000000001
6276,25.156499999999998
1965,11.610699999999994
11003,46.44290000000001
6876,16.448520000000002
935,82.24264
4238,31.4457
6957,30.478179999999995
66,223.5064
2131,92.40202
179,4.837799999999987
1328,41.12128
7692,48.86178
6111,106.4316
11274,68.21297999999999
9306,44.02399999999997
2989,5.80540000000002
5528,129.16930000000002
11509,83.21016
9569,50.31309999999999
5527,131.1044
3868,37.7349
1874,48.86178
3703,183.3526
11026,1.935200000000009
727,62.40762000000001
11760,104.4965
9886,39.66996
1751,86.11287999999999
4534,129.16926
1435,50.7969
8692,120.945
11880,16.44850000000001
1613,8.708000000000027
4837,62.40762
11626,124.8152
3463,77.40484
12051,6.772999999999996
11501,98.69112
5175,23.705220000000004
8776,129.1693
8992,41.60509999999999
2912,154.80964
5430,71.11561999999999
3039,204.15516
8680,144.16644000000002
654,80.79122
5822,18.38364
11163,34.34838
130,99.65869999999998
5064,7.256700000000002
10533,19.35120000000001
481,80.79129999999999
6359,109.33424
54,13.061999999999998
5121,62.4076
10572,74.50211999999999
12182,62.40766000000001
314,70.14812000000002
958,37.7349
8966,91.91822
10985,81.27510000000001
11144,6.772919999999999
9129,86.11282
4833,70.1481
7772,43.0564
587,82.24260000000001
4589,22.737700000000004
67,221.57128
2544,131.58818
1776,37.7349
10501,81.27506000000001
4652,63.85892
3665,24.672780000000003
5802,57.08604
5410,109.81802
4365,31.445699999999988
5022,55.15092
4132,117.55856
136,88.048
9331,74.01834000000001
7373,37.73484
1702,34.8322
11447,76.92099999999999
5910,3.870199999999983
1803,72.567
11518,65.79408
8537,50.31309999999999
1923,92.88574
11744,1.451340000000002
2000,14.997180000000007
12307,34.3484
6417,180.93368
8441,29.51058
3544,94.33708
8280,6.772919999999999
1811,57.08604
7820,85.1453
12054,0.9676000000000043
10987,77.4048
6142,46.442800000000005
10973,104.4965
980,134.97466
9307,42.08879999999999
4850,37.25106
9021,108.85046
632,123.36386
6404,22.25380000000001
8588,21.7701
4212,28.54302
3475,54.18339999999999
5298,114.1721
3762,69.18050000000002
528,196.4147
4327,104.9803
5251,32.41319999999999
12167,91.43446
1606,22.25380000000001
8173,27.57546
11718,12.094500000000004
2036,105.464
9127,89.98306
3802,25.64034
8168,37.25106
465,111.75322
10256,8.224260000000001
1144,108.85052
750,17.899860000000004
10908,10.643159999999996
11440,90.46689999999998
7110,101.59376
12166,93.36958
120,119.0099
4902,219.63612
2400,51.76446
1650,135.45842
3700,189.15796
12332,93.36956
143,74.50219999999999
9698,35.31600000000002
10219,17.4161
1080,86.11280000000001
3468,67.72924
5625,92.8858
26,67.24538
9972,94.33714
637,113.68826
4100,38.21864
6654,148.5204
8143,27.091680000000004
644,100.14242
9425,153.35824000000002
9826,72.08322
3017,246.7278
1256,49.82929999999999
1929,81.27501999999998
12155,114.6559
8456,0.4837799999999959
9894,24.188999999999997
7806,112.23698
9590,9.675600000000005
9906,0.9675599999999918
6232,110.3018
10054,109.81806
12253,138.84484
4147,88.53175999999999
6095,137.39350000000002
1866,8.708039999999997
8238,19.834999999999997
1305,85.62904
239,78.85619999999999
10309,4.3540199999999984
7988,95.7885
11748,127.71794
7811,102.56138
2386,20.31869999999998
4952,122.8801
11992,120.94504
5338,36.76729999999998
5524,136.90980000000002
11829,115.1396
6075,176.09588
3976,175.1284
2769,16.932299999999998
10856,41.60510000000002
9546,94.82088
3164,106.91542
2908,162.55012000000002
6424,167.38783999999998
2058,62.891360000000006
3084,117.07479999999998
10165,121.91256
4732,156.26095999999998
1232,96.27218
6720,20.80250000000001
4554,90.46686
7449,5.805359999999993
11337,29.99436
2132,90.4669
312,74.01836000000002
1348,2.4188999999999936
5677,162.0663
11239,47.89420000000001
5619,104.49652
11229,67.24544
8855,141.26376
599,59.02120000000002
9433,137.87728
10322,19.3512
1573,86.11280000000001
5612,118.04236
9679,72.08324000000002
10550,117.07476
1245,71.11561999999999
12317,14.997199999999992
11861,53.21576
4663,42.5726
870,51.28068
10965,119.97748
9283,88.53169999999997
4031,68.6968
9520,145.134
3742,107.8829
1766,57.08608
10687,102.07756
7835,56.11850000000001
9718,59.98872
8241,14.029599999999988
4047,37.73489999999998
8461,30.96192
5261,13.061999999999983
11448,74.98589999999999
8763,15.48096
9034,83.6939
3233,22.73766
10948,152.87452000000002
5201,129.16924
3731,129.1692
5272,164.48522
5070,19.83498
5282,145.13402
3884,6.772899999999993
10907,12.57828
9732,32.89704
8915,25.1566
5465,3.3863999999999805
1806,66.76164
1188,23.70519999999999
6701,57.569800000000015
5091,120.4612
5647,50.31320000000001
4356,48.86179999999999
11745,133.5233
1488,96.27218
3425,37.25106
11604,2.4189000000000007
11002,48.37799999999999
923,105.46408
9315,26.60789999999997
2892,22.253799999999984
4655,58.05356
7265,50.31312
616,26.124100000000027
2083,14.513400000000004
1400,118.52608
8323,50.31312
2200,87.08037999999999
11563,27.57546
7309,35.79972
2164,28.54310000000001
7221,35.7997
1754,80.30752
5319,73.53457999999999
11790,46.44290000000001
2676,42.5726
1738,111.26944
7196,84.17774
11754,116.10722
2893,20.31869999999998
7384,16.448520000000002
6983,2.4189000000000007
6351,124.8152
9488,31.445700000000016
983,129.1693
473,96.27226
4242,23.70522
799,10.15938
2920,139.32868000000002
7225,28.059299999999997
8890,73.53455999999998
1301,93.36952
7534,13.545839999999998
2294,23.705220000000004
7566,99.17494
4583,34.348380000000006
3171,93.36958
9073,8.224199999999996
3147,139.81246000000002
4486,88.04791999999999
660,69.1805
8339,19.35119999999999
11838,97.72352
1941,58.05357999999998
4808,9.1918
5809,43.5402
12061,151.42318
2317,153.84199999999998
2771,13.061999999999983
1189,21.770099999999985
6659,138.8448
1161,75.95347999999998
4268,219.15234
3157,120.46126
1469,133.03946
3826,119.0099
1039,20.8026
5161,50.79690000000001
5834,150.93936
3831,109.33429999999998
6368,91.91816
11947,80.30748
829,10.15938
9008,10.643200000000007
4924,177.06348
10122,21.28632
7,104.01266
11664,51.28059999999999
